image_id,relative_path,label,split,group_id,group_source,file_extension,width,height,channels
img_cbe50e77b0780e4a,Erste Bearbeitungssufe Viertel/_DSC1052_q3.JPG,Erste Bearbeitungssufe Viertel,test,DSC1052,quarter_suffix_removed,.jpg,1824,1824,3
img_66d8488757f4c03c,Erste Bearbeitungssufe Viertel/_DSC1055_q1.JPG,Erste Bearbeitungssufe Viertel,train,DSC1055,quarter_suffix_removed,.jpg,1824,1824,3
img_5097ae2930c58a2e,Erste Bearbeitungssufe Viertel/_DSC1055_q2.JPG,Erste Bearbeitungssufe Viertel,train,DSC1055,quarter_suffix_removed,.jpg,1824,1824,3
img_8091a38a0e6db977,Erste Bearbeitungssufe Viertel/_DSC1055_q3.JPG,Erste Bearbeitungssufe Viertel,train,DSC1055,quarter_suffix_removed,.jpg,1824,1824,3
img_4012e089da362668,Erste Bearbeitungssufe Viertel/_DSC1056_q3.JPG,Erste Bearbeitungssufe Viertel,val,DSC1056,quarter_suffix_removed,.jpg,1824,1824,3
img_89f697a278960a2e,Erste Bearbeitungssufe Viertel/_DSC1056_q4.JPG,Erste Bearbeitungssufe Viertel,val,DSC1056,quarter_suffix_removed,.jpg,1824,1824,3
img_6c2f7a607c74aecf,Erste Bearbeitungssufe Viertel/_DSC1057_q3.JPG,Erste Bearbeitungssufe Viertel,train,DSC1057,quarter_suffix_removed,.jpg,1824,1824,3
img_722ae596a78e687b,Erste Bearbeitungssufe Viertel/_DSC1057_q4.JPG,Erste Bearbeitungssufe Viertel,train,DSC1057,quarter_suffix_removed,.jpg,1824,1824,3
img_a9318130e94945cc,Erste Bearbeitungssufe Viertel/_DSC1058_q1.JPG,Erste Bearbeitungssufe Viertel,test,DSC1058,quarter_suffix_removed,.jpg,1824,1824,3
img_4fdcc7bedaa64d80,Erste Bearbeitungssufe Viertel/_DSC1058_q2.JPG,Erste Bearbeitungssufe Viertel,test,DSC1058,quarter_suffix_removed,.jpg,1824,1824,3
img_18d2a241a724d18b,Erste Bearbeitungssufe Viertel/_DSC1059_q1.JPG,Erste Bearbeitungssufe Viertel,train,DSC1059,quarter_suffix_removed,.jpg,1824,1824,3
img_fdbc794702e42e66,Erste Bearbeitungssufe Viertel/_DSC1060_q2.JPG,Erste Bearbeitungssufe Viertel,train,DSC1060,quarter_suffix_removed,.jpg,1824,1824,3
img_444fa16def519a7a,Erste Bearbeitungssufe Viertel/_DSC1060_q4.JPG,Erste Bearbeitungssufe Viertel,train,DSC1060,quarter_suffix_removed,.jpg,1824,1824,3
img_8559026098db5c2d,Erste Bearbeitungssufe Viertel/_DSC1061_q2.JPG,Erste Bearbeitungssufe Viertel,train,DSC1061,quarter_suffix_removed,.jpg,1824,1824,3
img_625723e8177d1d77,Erste Bearbeitungssufe Viertel/_DSC1061_q4.JPG,Erste Bearbeitungssufe Viertel,train,DSC1061,quarter_suffix_removed,.jpg,1824,1824,3
img_dd6272e517716f76,Erste Bearbeitungssufe Viertel/_DSC1062_q1.JPG,Erste Bearbeitungssufe Viertel,train,DSC1062,quarter_suffix_removed,.jpg,1824,1824,3
img_0f33535479df5798,Erste Bearbeitungssufe Viertel/_DSC1063_q1.JPG,Erste Bearbeitungssufe Viertel,test,DSC1063,quarter_suffix_removed,.jpg,1824,1824,3
img_7f8f1b5405a8464b,Erste Bearbeitungssufe Viertel/_DSC1063_q2.JPG,Erste Bearbeitungssufe Viertel,test,DSC1063,quarter_suffix_removed,.jpg,1824,1824,3
img_0abebcc00055e751,Erste Bearbeitungssufe Viertel/_DSC1063_q4.JPG,Erste Bearbeitungssufe Viertel,test,DSC1063,quarter_suffix_removed,.jpg,1824,1824,3
img_970d340b14d717be,Erste Bearbeitungssufe Viertel/_DSC1064_q1.JPG,Erste Bearbeitungssufe Viertel,train,DSC1064,quarter_suffix_removed,.jpg,1824,1824,3
img_7bf8bd1de36b8c60,Erste Bearbeitungssufe Viertel/_DSC1064_q4.JPG,Erste Bearbeitungssufe Viertel,train,DSC1064,quarter_suffix_removed,.jpg,1824,1824,3
img_e91e955ce28f6dbd,Erste Bearbeitungssufe Viertel/_DSC1065_q4.JPG,Erste Bearbeitungssufe Viertel,train,DSC1065,quarter_suffix_removed,.jpg,1824,1824,3
img_71bb8f81cbbde8ea,Erste Bearbeitungssufe Viertel/_DSC1066_q1.JPG,Erste Bearbeitungssufe Viertel,train,DSC1066,quarter_suffix_removed,.jpg,1824,1824,3
img_369b602bb736b0e4,Erste Bearbeitungssufe Viertel/_DSC1066_q3.JPG,Erste Bearbeitungssufe Viertel,train,DSC1066,quarter_suffix_removed,.jpg,1824,1824,3
img_f937f865a69ee9eb,Erste Bearbeitungssufe Viertel/_DSC1066_q4.JPG,Erste Bearbeitungssufe Viertel,train,DSC1066,quarter_suffix_removed,.jpg,1824,1824,3
img_9865de87b85b2716,Erste Bearbeitungssufe Viertel/_DSC1068_q1.JPG,Erste Bearbeitungssufe Viertel,val,DSC1068,quarter_suffix_removed,.jpg,1824,1824,3
img_7ef6a78a66ced831,Erste Bearbeitungssufe Viertel/_DSC1069_q1.JPG,Erste Bearbeitungssufe Viertel,train,DSC1069,quarter_suffix_removed,.jpg,1824,1824,3
img_a0cfa1028dd8bf5f,Erste Bearbeitungssufe Viertel/_DSC1069_q2.JPG,Erste Bearbeitungssufe Viertel,train,DSC1069,quarter_suffix_removed,.jpg,1824,1824,3
img_83ae4138202e86e6,Erste Bearbeitungssufe Viertel/_DSC1069_q4.JPG,Erste Bearbeitungssufe Viertel,train,DSC1069,quarter_suffix_removed,.jpg,1824,1824,3
img_e7a89b17112390af,Erste Bearbeitungssufe Viertel/_DSC1070_q1.JPG,Erste Bearbeitungssufe Viertel,train,DSC1070,quarter_suffix_removed,.jpg,1824,1824,3
img_0b024181a9d95331,Erste Bearbeitungssufe Viertel/_DSC1070_q2.JPG,Erste Bearbeitungssufe Viertel,train,DSC1070,quarter_suffix_removed,.jpg,1824,1824,3
img_9f9ee574e099141b,Erste Bearbeitungssufe Viertel/_DSC1070_q3.JPG,Erste Bearbeitungssufe Viertel,train,DSC1070,quarter_suffix_removed,.jpg,1824,1824,3
img_4f6c31f84e64af3d,Erste Bearbeitungssufe Viertel/_DSC1070_q4.JPG,Erste Bearbeitungssufe Viertel,train,DSC1070,quarter_suffix_removed,.jpg,1824,1824,3
img_fed9b40cc18493f9,Erste Bearbeitungssufe Viertel/_DSC1071_q1.JPG,Erste Bearbeitungssufe Viertel,val,DSC1071,quarter_suffix_removed,.jpg,1824,1824,3
img_6091d1863f8819ba,Erste Bearbeitungssufe Viertel/_DSC1071_q2.JPG,Erste Bearbeitungssufe Viertel,val,DSC1071,quarter_suffix_removed,.jpg,1824,1824,3
img_081ea607737bcc2f,Erste Bearbeitungssufe Viertel/_DSC1071_q3.JPG,Erste Bearbeitungssufe Viertel,val,DSC1071,quarter_suffix_removed,.jpg,1824,1824,3
img_1d3581ef674e6ef4,Erste Bearbeitungssufe Viertel/_DSC1071_q4.JPG,Erste Bearbeitungssufe Viertel,val,DSC1071,quarter_suffix_removed,.jpg,1824,1824,3
img_cb83429399c75079,Erste Bearbeitungssufe Viertel/_DSC1072_q1.JPG,Erste Bearbeitungssufe Viertel,train,DSC1072,quarter_suffix_removed,.jpg,1824,1824,3
img_725352aa821ce75f,Erste Bearbeitungssufe Viertel/_DSC1072_q2.JPG,Erste Bearbeitungssufe Viertel,train,DSC1072,quarter_suffix_removed,.jpg,1824,1824,3
img_1e8e6178f9ade952,Erste Bearbeitungssufe Viertel/_DSC1072_q3.JPG,Erste Bearbeitungssufe Viertel,train,DSC1072,quarter_suffix_removed,.jpg,1824,1824,3
img_53524faae7d674f7,Erste Bearbeitungssufe Viertel/_DSC1072_q4.JPG,Erste Bearbeitungssufe Viertel,train,DSC1072,quarter_suffix_removed,.jpg,1824,1824,3
img_6d5f092345c6701c,Erste Bearbeitungssufe Viertel/_DSC1073_q1.JPG,Erste Bearbeitungssufe Viertel,test,DSC1073,quarter_suffix_removed,.jpg,1824,1824,3
img_a445ace6d3d0a4cc,Erste Bearbeitungssufe Viertel/_DSC1073_q2.JPG,Erste Bearbeitungssufe Viertel,test,DSC1073,quarter_suffix_removed,.jpg,1824,1824,3
img_16daa884b7433f78,Erste Bearbeitungssufe Viertel/_DSC1073_q3.JPG,Erste Bearbeitungssufe Viertel,test,DSC1073,quarter_suffix_removed,.jpg,1824,1824,3
img_85247ad3d866196f,Erste Bearbeitungssufe Viertel/_DSC1073_q4.JPG,Erste Bearbeitungssufe Viertel,test,DSC1073,quarter_suffix_removed,.jpg,1824,1824,3
img_2b60ff783c905d3d,Erste Bearbeitungssufe Viertel/_DSC1074_q1.JPG,Erste Bearbeitungssufe Viertel,train,DSC1074,quarter_suffix_removed,.jpg,1824,1824,3
img_bd96365362d55444,Erste Bearbeitungssufe Viertel/_DSC1074_q2.JPG,Erste Bearbeitungssufe Viertel,train,DSC1074,quarter_suffix_removed,.jpg,1824,1824,3
img_44f62ba10c15c08c,Erste Bearbeitungssufe Viertel/_DSC1074_q3.JPG,Erste Bearbeitungssufe Viertel,train,DSC1074,quarter_suffix_removed,.jpg,1824,1824,3
img_0b09f7b535bd30da,Erste Bearbeitungssufe Viertel/_DSC1074_q4.JPG,Erste Bearbeitungssufe Viertel,train,DSC1074,quarter_suffix_removed,.jpg,1824,1824,3
img_7fa15860ced6c911,Erste Bearbeitungssufe Viertel/_DSC1075_q1.JPG,Erste Bearbeitungssufe Viertel,train,DSC1075,quarter_suffix_removed,.jpg,1824,1824,3
img_6c7d318814e83ad0,Erste Bearbeitungssufe Viertel/_DSC1075_q2.JPG,Erste Bearbeitungssufe Viertel,train,DSC1075,quarter_suffix_removed,.jpg,1824,1824,3
img_aa2bb6fcc7b6112f,Erste Bearbeitungssufe Viertel/_DSC1075_q3.JPG,Erste Bearbeitungssufe Viertel,train,DSC1075,quarter_suffix_removed,.jpg,1824,1824,3
img_a5d2967a20197244,Erste Bearbeitungssufe Viertel/_DSC1075_q4.JPG,Erste Bearbeitungssufe Viertel,train,DSC1075,quarter_suffix_removed,.jpg,1824,1824,3
img_3cca2a8f1becb418,Erste Bearbeitungssufe Viertel/_DSC1076_q2.JPG,Erste Bearbeitungssufe Viertel,train,DSC1076,quarter_suffix_removed,.jpg,1824,1824,3
img_f136ba2f0732b9ad,Erste Bearbeitungssufe Viertel/_DSC1076_q3.JPG,Erste Bearbeitungssufe Viertel,train,DSC1076,quarter_suffix_removed,.jpg,1824,1824,3
img_e9281b15a9d3df88,Erste Bearbeitungssufe Viertel/_DSC1076_q4.JPG,Erste Bearbeitungssufe Viertel,train,DSC1076,quarter_suffix_removed,.jpg,1824,1824,3
img_a1dac354489da9d0,Erste Bearbeitungssufe Viertel/_DSC1077_q2.JPG,Erste Bearbeitungssufe Viertel,train,DSC1077,quarter_suffix_removed,.jpg,1824,1824,3
img_cf556ba6350acbbf,Erste Bearbeitungssufe Viertel/_DSC1077_q3.JPG,Erste Bearbeitungssufe Viertel,train,DSC1077,quarter_suffix_removed,.jpg,1824,1824,3
img_db34a7c90cb3b9f4,Erste Bearbeitungssufe Viertel/_DSC1077_q4.JPG,Erste Bearbeitungssufe Viertel,train,DSC1077,quarter_suffix_removed,.jpg,1824,1824,3
img_9f54b7904beb0e03,Erste Bearbeitungssufe Viertel/_DSC1078_q1.JPG,Erste Bearbeitungssufe Viertel,train,DSC1078,quarter_suffix_removed,.jpg,1824,1824,3
img_3d16b7d2e617fa63,Erste Bearbeitungssufe Viertel/_DSC1078_q2.JPG,Erste Bearbeitungssufe Viertel,train,DSC1078,quarter_suffix_removed,.jpg,1824,1824,3
img_3b2098ffe9c93db4,Erste Bearbeitungssufe Viertel/_DSC1078_q3.JPG,Erste Bearbeitungssufe Viertel,train,DSC1078,quarter_suffix_removed,.jpg,1824,1824,3
img_9afdf5bbb15ec582,Erste Bearbeitungssufe Viertel/_DSC1078_q4.JPG,Erste Bearbeitungssufe Viertel,train,DSC1078,quarter_suffix_removed,.jpg,1824,1824,3
img_b1bbeeba9bc9c729,Erste Bearbeitungssufe Viertel/_DSC1079_q1.JPG,Erste Bearbeitungssufe Viertel,val,DSC1079,quarter_suffix_removed,.jpg,1272,1272,3
img_f3adfcdc14045edf,Erste Bearbeitungssufe Viertel/_DSC1079_q2.JPG,Erste Bearbeitungssufe Viertel,val,DSC1079,quarter_suffix_removed,.jpg,1272,1272,3
img_0eb62d17d6147f9f,Erste Bearbeitungssufe Viertel/_DSC1079_q3.JPG,Erste Bearbeitungssufe Viertel,val,DSC1079,quarter_suffix_removed,.jpg,1272,1272,3
img_3d12657f1aeceae7,Erste Bearbeitungssufe Viertel/_DSC1079_q4.JPG,Erste Bearbeitungssufe Viertel,val,DSC1079,quarter_suffix_removed,.jpg,1272,1272,3
img_7bf487c3363f1f29,Erste Bearbeitungssufe Viertel/_DSC1080_q1.JPG,Erste Bearbeitungssufe Viertel,train,DSC1080,quarter_suffix_removed,.jpg,960,960,3
img_34bb9d987c88976f,Erste Bearbeitungssufe Viertel/_DSC1080_q2.JPG,Erste Bearbeitungssufe Viertel,train,DSC1080,quarter_suffix_removed,.jpg,960,960,3
img_e7e0ebe6d4329df9,Erste Bearbeitungssufe Viertel/_DSC1080_q3.JPG,Erste Bearbeitungssufe Viertel,train,DSC1080,quarter_suffix_removed,.jpg,960,960,3
img_f52abd57cf7c3f95,Erste Bearbeitungssufe Viertel/_DSC1080_q4.JPG,Erste Bearbeitungssufe Viertel,train,DSC1080,quarter_suffix_removed,.jpg,960,960,3
img_95c8e46eb7421abd,Erste Bearbeitungssufe Viertel/_DSC1083_q2.JPG,Erste Bearbeitungssufe Viertel,val,DSC1083,quarter_suffix_removed,.jpg,1824,1824,3
img_eb70dec8b248221f,Erste Bearbeitungssufe Viertel/_DSC1083_q4.JPG,Erste Bearbeitungssufe Viertel,val,DSC1083,quarter_suffix_removed,.jpg,1824,1824,3
img_5d7d055a96686c1f,Erste Bearbeitungssufe Viertel/_DSC1084_q1.JPG,Erste Bearbeitungssufe Viertel,train,DSC1084,quarter_suffix_removed,.jpg,1824,1824,3
img_8f14602c934be40c,Erste Bearbeitungssufe Viertel/_DSC1084_q2.JPG,Erste Bearbeitungssufe Viertel,train,DSC1084,quarter_suffix_removed,.jpg,1824,1824,3
img_f5104bf4626c9f4f,Erste Bearbeitungssufe Viertel/_DSC1085_q3.JPG,Erste Bearbeitungssufe Viertel,test,DSC1085,quarter_suffix_removed,.jpg,1824,1824,3
img_1d3120b5e7d13c2a,Erste Bearbeitungssufe Viertel/_DSC1085_q4.JPG,Erste Bearbeitungssufe Viertel,test,DSC1085,quarter_suffix_removed,.jpg,1824,1824,3
img_8cf47d1974bc4b2a,Erste Bearbeitungssufe Viertel/_DSC1086_q1.JPG,Erste Bearbeitungssufe Viertel,test,DSC1086,quarter_suffix_removed,.jpg,1824,1824,3
img_dcea274d668bca28,Erste Bearbeitungssufe Viertel/_DSC1086_q2.JPG,Erste Bearbeitungssufe Viertel,test,DSC1086,quarter_suffix_removed,.jpg,1824,1824,3
img_197898e218ba81a6,Erste Bearbeitungssufe Viertel/_DSC1086_q3.JPG,Erste Bearbeitungssufe Viertel,test,DSC1086,quarter_suffix_removed,.jpg,1824,1824,3
img_ccb253b14b206938,Erste Bearbeitungssufe Viertel/_DSC1086_q4.JPG,Erste Bearbeitungssufe Viertel,test,DSC1086,quarter_suffix_removed,.jpg,1824,1824,3
img_b846fd00fbe9cfed,Erste Bearbeitungssufe Viertel/_DSC1089_q3.JPG,Erste Bearbeitungssufe Viertel,train,DSC1089,quarter_suffix_removed,.jpg,1824,1824,3
img_9bd0ff7bd340b276,Erste Bearbeitungssufe Viertel/_DSC1090_q1.JPG,Erste Bearbeitungssufe Viertel,val,DSC1090,quarter_suffix_removed,.jpg,1824,1824,3
img_4b25d0d576da1e04,Erste Bearbeitungssufe Viertel/_DSC1090_q2.JPG,Erste Bearbeitungssufe Viertel,val,DSC1090,quarter_suffix_removed,.jpg,1824,1824,3
img_95742b2732eac316,Erste Bearbeitungssufe Viertel/_DSC1090_q3.JPG,Erste Bearbeitungssufe Viertel,val,DSC1090,quarter_suffix_removed,.jpg,1824,1824,3
img_54c16b053e438ff3,Erste Bearbeitungssufe Viertel/_DSC1091_q1.JPG,Erste Bearbeitungssufe Viertel,test,DSC1091,quarter_suffix_removed,.jpg,1824,1824,3
img_c41a887960c9cc09,Erste Bearbeitungssufe Viertel/_DSC1092_q2.JPG,Erste Bearbeitungssufe Viertel,train,DSC1092,quarter_suffix_removed,.jpg,1824,1824,3
img_c8fdd01a9fe1379c,Erste Bearbeitungssufe Viertel/_DSC1092_q4.JPG,Erste Bearbeitungssufe Viertel,train,DSC1092,quarter_suffix_removed,.jpg,1824,1824,3
img_626a88b0706047aa,Erste Bearbeitungssufe Viertel/_DSC1094_q2.JPG,Erste Bearbeitungssufe Viertel,train,DSC1094,quarter_suffix_removed,.jpg,1824,1824,3
img_57d14db104b8e81d,Erste Bearbeitungssufe Viertel/_DSC1094_q3.JPG,Erste Bearbeitungssufe Viertel,train,DSC1094,quarter_suffix_removed,.jpg,1824,1824,3
img_b6552f9595a56d13,Erste Bearbeitungssufe Viertel/_DSC1094_q4.JPG,Erste Bearbeitungssufe Viertel,train,DSC1094,quarter_suffix_removed,.jpg,1824,1824,3
img_3804f3c723a767de,Erste Bearbeitungssufe Viertel/_DSC1095_q1.JPG,Erste Bearbeitungssufe Viertel,train,DSC1095,quarter_suffix_removed,.jpg,1824,1824,3
img_a251b833c7141212,Erste Bearbeitungssufe Viertel/_DSC1095_q2.JPG,Erste Bearbeitungssufe Viertel,train,DSC1095,quarter_suffix_removed,.jpg,1824,1824,3
img_3eaf4548d4e72b84,Erste Bearbeitungssufe Viertel/_DSC1095_q3.JPG,Erste Bearbeitungssufe Viertel,train,DSC1095,quarter_suffix_removed,.jpg,1824,1824,3
img_bce2c8119ad59f75,Erste Bearbeitungssufe Viertel/_DSC1095_q4.JPG,Erste Bearbeitungssufe Viertel,train,DSC1095,quarter_suffix_removed,.jpg,1824,1824,3
img_eeef96bc57a51cc4,Erste Bearbeitungssufe Viertel/_DSC1096_q1.JPG,Erste Bearbeitungssufe Viertel,test,DSC1096,quarter_suffix_removed,.jpg,1824,1824,3
